YEAR,MO,DY,PS,WS10M,WS50M,RH2M,QV2M,TS,T2M,T2M_MAX,T2M_MIN,WS2M,PRECTOTCORR
1986,1,6,100.71,1.94,3.27,88.56,17.76,25.55,25.34,29.02,22.67,1.07,11.78
1986,1,7,100.72,1.52,2.64,93.69,18.13,24.7,24.66,26.41,22.8,0.83,31.53
1986,1,8,100.75,2.59,4.4,95.19,18.49,24.65,24.67,26.58,23.12,1.43,28.04
1986,1,9,100.82,2.54,4.4,93.75,18.25,24.7,24.75,26.58,23.4,1.4,7.03
1986,1,10,100.86,2.84,4.81,92.81,17.76,24.52,24.48,27.22,22.46,1.59,17.53
1986,1,11,100.87,2.1,3.75,94.25,17.76,24.23,24.23,26.28,22.62,1.11,3.72
1986,1,12,100.92,2.31,3.98,91.56,17.46,24.57,24.5,27.87,22.31,1.25,0.38
1986,1,13,100.93,1.84,3.14,89.5,17.64,25.24,25.07,28.68,21.76,0.98,0.01
1986,1,14,100.88,2.36,4.03,90.62,18.01,25.28,25.19,28.53,22.7,1.28,0.33
1986,1,15,100.84,2.3,3.88,93.25,18.07,24.65,24.69,26.77,23.08,1.22,4.79
1986,1,16,100.84,2.95,5.02,92.25,17.76,24.58,24.62,26.81,22.98,1.57,1.07
1986,1,17,100.83,2.65,4.5,89.81,17.64,25.12,25.01,28.58,22.43,1.42,0.02
1986,1,18,100.86,2.3,3.95,90.12,17.88,25.2,25.15,28.61,22.47,1.23,0.61
1986,1,19,100.92,2.28,4.01,92.31,17.7,24.54,24.58,27.19,22.48,1.2,1.24
1986,1,20,100.99,2.23,3.84,91.19,17.64,24.81,24.76,27.83,22.83,1.19,0.71
1986,1,21,100.97,2.06,3.59,90.25,17.58,25.03,24.87,28,22.98,1.12,4.32
1986,1,22,100.9,2.28,3.91,88.25,17.76,25.7,25.46,29.17,22.3,1.25,1.54
1986,1,23,100.97,2.13,3.75,90.94,17.52,24.72,24.67,27.44,22.97,1.14,5.08
1986,1,24,100.99,2.57,4.32,89.25,17.76,25.38,25.26,29.15,22.33,1.38,0.95
1986,1,25,101.05,1.99,3.46,89.12,17.7,25.47,25.25,29.24,22.3,1.07,0.48
1986,1,26,100.97,2.28,3.86,89.12,17.58,25.26,25.12,28.63,22.64,1.23,0.33
1986,1,27,100.98,2.24,3.92,92,17.46,24.52,24.45,27.83,22.33,1.2,18.88
1986,1,28,101.04,1.79,3.18,94.56,17.58,23.98,24.03,26.13,22.56,0.93,38.24
1986,1,29,100.94,2.08,3.7,90.81,17.76,25.01,24.91,28.48,22.36,1.11,10.54
1986,1,30,100.89,1.84,3.31,89,17.64,25.48,25.22,29.08,22.7,0.99,2.55
1986,1,31,100.83,1.25,2.27,90,18.19,25.69,25.46,29.3,22.47,0.66,3.81
1986,2,1,100.83,1.62,2.86,92,18.55,25.48,25.4,28.69,22.98,0.88,43.26
1986,2,2,100.91,1.06,1.8,91.25,17.88,24.89,24.94,27.72,22.96,0.58,24.57
1986,2,3,100.9,0.91,1.58,90.75,17.94,25.21,25.11,28.61,22.66,0.48,18.78
1986,2,4,100.95,1,1.48,92.94,17.64,24.13,24.37,25.91,23.15,0.58,22.52
1986,2,5,100.96,1.41,2.51,91.5,17.94,24.95,24.95,27.94,22.7,0.71,5.03
1986,2,6,100.96,1.28,2.19,88.81,17.82,25.41,25.38,28.57,22.92,0.7,13.24
1986,2,7,100.94,1.89,3.31,89,17.76,25.57,25.3,29.25,22.26,1.02,3.32
1986,2,8,100.99,2.38,4.05,88.12,17.46,25.44,25.21,29.6,21.76,1.28,0.26
1986,2,9,101.11,2.37,3.98,89,17.7,25.44,25.27,29.48,21.87,1.27,1.27
1986,2,10,101.13,2.1,3.81,91.06,18.13,25.26,25.24,28.37,23.13,1.12,3.31
1986,2,11,101.06,2.25,4.09,89.38,17.21,24.79,24.71,27.83,22.48,1.21,1.91
1986,2,12,100.96,2.3,3.88,89.38,17.52,25.22,24.99,29.23,21.92,1.23,1.39
1986,2,13,100.96,2.03,3.54,88.19,17.64,25.65,25.39,29.7,22.32,1.08,1.72
1986,2,14,100.97,1.96,3.43,89.25,18.01,25.69,25.5,29.38,22.29,1.06,11.04
1986,2,15,100.9,1.38,2.32,92.56,18.13,24.75,24.85,26.84,23.22,0.73,2.99
1986,2,16,100.86,1.12,1.89,90.5,18.31,25.26,25.44,27.84,23.54,0.61,68.75
1986,2,17,100.96,1.31,2.24,88.31,18.01,25.7,25.67,28.96,23.23,0.68,19.74
1986,2,18,101.01,1.02,1.66,91.12,17.76,24.82,24.87,27.52,22.63,0.55,4.82
1986,2,19,100.87,1.46,2.55,90.06,17.76,25.13,25.08,28.23,22.15,0.76,22.82
1986,2,20,100.95,1.7,2.96,89.19,17.52,24.96,25,28.8,22.66,0.88,6.86
1986,2,21,101,1.76,3.15,84.25,16.3,24.91,24.88,29.05,21.13,0.92,0.49
1986,2,22,100.88,1.78,3.14,89.31,17.58,25.35,25.09,29.21,21.92,0.95,8.16
1986,2,23,100.84,2.27,4.03,90.19,17.7,25.14,25,28.82,22.51,1.23,29.17
1986,2,24,100.79,2.02,3.45,88.56,17.7,25.44,25.31,29.65,21.87,1.09,0.14
1986,2,25,100.83,1.54,2.85,89.31,17.64,25.35,25.12,29.09,22.5,0.78,1.2
1986,2,26,100.89,1.75,3.11,88.69,17.52,25.37,25.12,29.11,22.31,0.92,0.92
1986,2,27,100.85,1.84,3.15,89.5,17.52,25.02,24.93,28.3,22.56,0.99,0.18
1986,2,28,100.79,2.03,3.55,89.19,17.7,25.34,25.2,28.9,22.31,1.07,1.4
1986,3,1,100.83,2.02,3.56,90.56,17.94,25.12,25.12,28.26,22.38,1.06,2.04
1986,3,2,100.9,2.41,4.16,91.19,18.01,25.04,25.07,28.58,22.98,1.3,8.44
1986,3,3,100.93,1.64,2.76,89.56,17.64,25.37,25.09,29.11,22.15,0.91,11.41
1986,3,4,100.86,1.52,2.94,95.56,18.62,24.73,24.74,26.4,23.51,0.79,10.34
1986,3,5,100.93,2.1,3.81,94.94,18.25,24.53,24.56,26.49,23.26,1.12,14.48
1986,3,6,100.95,2.02,3.56,94,18.07,24.57,24.56,27.07,22.58,1.08,15.96
1986,3,7,100.95,1.69,2.98,92.25,17.64,24.58,24.52,27.05,22.51,0.88,3.17
1986,3,8,100.92,1.91,3.23,90.94,17.82,25.02,24.97,28.26,22.53,1.02,1.24
1986,3,9,100.92,1.22,2.06,89.06,18.25,25.93,25.74,29.73,22.39,0.66,3.06
1986,3,10,100.94,1.5,2.7,92.31,18.43,25.27,25.22,27.8,23.61,0.81,52.77
1986,3,11,100.88,1.52,2.55,88.94,18.19,25.96,25.72,29.8,22.89,0.83,20.86
1986,3,12,100.76,1.3,2.38,85.81,18.07,26.69,26.28,31.08,22.32,0.68,3.8
1986,3,13,100.76,2.11,3.62,89.31,18.62,26.19,26,29.7,22.91,1.14,7.36
1986,3,14,100.67,1.61,2.76,87.88,18.43,26.44,26.16,30.3,22.94,0.89,10.79
1986,3,15,100.64,1.27,2.45,86.31,18.37,26.93,26.44,31.33,22.87,0.65,15.36
1986,3,16,100.66,1.45,2.55,86,18.19,26.64,26.32,30.85,22.26,0.79,1.77
1986,3,17,100.68,1.99,3.41,88.44,18.62,26.34,26.18,30.15,22.72,1.08,0.9
1986,3,18,100.65,1.25,1.98,87,18.49,26.48,26.33,30.12,23.25,0.67,9.1
1986,3,19,100.6,1,1.73,83.56,18.37,27.19,26.95,31.01,23.41,0.53,1.22
1986,3,20,100.63,0.81,1.2,86.38,19.1,26.99,26.97,31.01,23.86,0.48,15.84
1986,3,21,100.67,1.16,2.2,90.31,18.8,26.05,25.91,28.83,23.86,0.61,8.87
1986,3,22,100.67,1.27,1.95,87.75,18.62,26.12,26.23,29.37,23.7,0.71,3.12
1986,3,23,100.68,1.35,2.26,93.12,18.98,25.5,25.51,27.6,23.89,0.72,16.5
1986,3,24,100.76,0.95,1.47,88.31,18.19,25.58,25.73,28.33,23.55,0.56,9.79
1986,3,25,100.81,0.73,1.12,85.38,17.82,25.79,26.06,29.46,23.41,0.4,84.13
1986,3,26,100.9,1.56,3,89.56,18.37,25.94,25.72,29.24,23.12,0.86,22.72
1986,3,27,100.96,1.82,3.11,88.56,18.8,26.36,26.3,29.79,23.16,1.01,9.6
1986,3,28,100.93,1.4,2.48,86.75,18.13,26.4,26.1,29.98,22.62,0.75,1.05
1986,3,29,100.82,1.49,2.57,88,18.49,26.21,26.11,29.33,23.73,0.82,0.58
1986,3,30,100.85,1.45,2.45,86.38,18.74,26.98,26.72,30.35,23.25,0.77,2.37
1986,3,31,100.89,1.62,2.56,90.19,18.68,25.83,25.84,28.77,23.82,0.89,0.86
1986,4,1,100.85,0.84,1.5,90.31,18.55,25.53,25.65,28.3,23.85,0.45,6.13
1986,4,2,100.91,1.8,3.12,95.38,19.04,25.02,25.15,26.66,23.77,0.94,5.66
1986,4,3,100.87,0.98,1.66,86.12,18.49,26.42,26.55,30.04,23.06,0.5,3.2
1986,4,4,100.87,1.03,1.91,89.56,19.17,26.53,26.4,29.49,24.12,0.52,9.44
1986,4,5,100.81,1.36,2.33,89.69,19.65,27.04,26.83,30.76,24.23,0.74,16.63
1986,4,6,100.88,1.34,2.52,92.69,18.98,25.64,25.65,27.73,23.89,0.69,24.71
1986,4,7,100.84,1.84,3.38,89.44,18.74,26.22,26.06,29.87,23.31,0.98,15.05
1986,4,8,100.75,0.87,1.44,82.94,18.43,27.23,27.18,31.54,22.83,0.46,7.07
1986,4,9,100.8,1.25,2.34,91,19.59,26.59,26.46,29.81,24.04,0.65,24.63
1986,4,10,100.86,1.33,2.22,86.38,18.92,26.9,26.91,31,23.27,0.7,7.61
1986,4,11,100.88,1.41,2.63,88,19.23,27.15,26.85,30.95,23.44,0.72,48.61
1986,4,12,100.91,1.19,1.83,86.12,18.74,26.45,26.73,29.26,23.96,0.68,34.88
1986,4,13,100.94,0.95,1.74,88.12,18.68,26.4,26.3,29.68,23.42,0.52,34.22
1986,4,14,100.94,1.1,1.86,88.56,19.04,26.69,26.53,29.77,23.72,0.62,11.57
1986,4,15,100.89,1.33,2.33,91.25,19.41,26.42,26.3,29.43,24.47,0.71,5.53
1986,4,16,100.85,1.34,2.18,91,19.04,25.76,26,28.07,24.18,0.76,5.34
1986,4,17,100.78,0.91,1.67,87,18.62,26.61,26.47,30.41,23.15,0.46,1.76
1986,4,18,100.79,1.22,2.35,89.31,19.17,26.65,26.46,29.73,23.6,0.62,17.32
1986,4,19,100.82,1.24,2.22,87.44,18.98,26.9,26.71,30.58,23.67,0.69,8.03
1986,4,20,100.72,1.35,2.47,87.62,18.8,26.81,26.48,30.44,22.69,0.7,4.16
1986,4,21,100.67,1.59,2.85,88.88,19.29,26.83,26.62,30.5,23.42,0.85,24.75
1986,4,22,100.68,1.51,2.8,87.75,19.1,27,26.71,30.58,23.22,0.79,3.17
1986,4,23,100.66,1.24,2.12,88.31,18.98,26.47,26.48,29.37,24.15,0.66,18.22
1986,4,24,100.67,1.65,2.99,89.25,19.53,27.01,26.77,30.86,23.46,0.87,2.85
1986,4,25,100.74,1.48,2.85,89.56,19.23,26.62,26.5,30.06,23.9,0.76,2.78
1986,4,26,100.73,1.79,3.27,89.94,19.47,26.82,26.62,30.51,23.67,0.97,20.63
1986,4,27,100.7,1.61,2.87,90.25,19.1,26.44,26.24,29.77,23.46,0.84,26.46
1986,4,28,100.62,1.39,2.64,87.81,19.23,27.15,26.83,30.95,23.15,0.72,6.12
1986,4,29,100.66,1.62,3,90,19.78,27.01,26.8,30.34,23.87,0.88,8.54
1986,4,30,100.7,1.52,2.79,91.31,19.59,26.52,26.43,29.37,24.45,0.8,4.89
1986,5,1,100.6,1.87,3.34,91.31,19.71,26.65,26.5,30.17,23.77,1,16.99
1986,5,2,100.6,1.57,2.88,90.31,19.59,26.73,26.6,30.11,23.87,0.82,3.4
1986,5,3,100.67,1.6,2.99,91.25,19.65,26.59,26.45,29.92,23.75,0.84,19.75
1986,5,4,100.74,1.12,2.09,88.44,19.53,27.24,26.99,30.5,24.33,0.6,5.78
1986,5,5,100.7,1.41,2.52,90.62,19.65,26.79,26.61,30.05,24.08,0.77,13.57
1986,5,6,100.73,1.49,2.66,88.75,19.04,26.72,26.5,30.35,23.55,0.8,5.27
1986,5,7,100.76,1.74,3.08,87.5,18.43,26.26,26.19,29.65,23.26,0.92,0.14
1986,5,8,100.8,1.76,3.08,88.56,19.23,26.83,26.65,30.68,23.33,0.94,0.02
1986,5,9,100.85,1.41,2.56,90.19,19.23,26.55,26.36,29.9,23.39,0.74,9.93
1986,5,10,100.88,1.39,2.55,88.19,17.82,25.53,25.48,28.3,23.63,0.71,3.89
1986,5,11,100.84,1.77,3.12,89.19,18.25,25.72,25.62,29.22,22.43,0.92,0.08
1986,5,12,100.88,1.19,2.14,85.44,18.43,26.95,26.68,31.24,22.88,0.6,0.14
1986,5,13,100.92,1.15,2.02,86.19,18.68,27.01,26.76,30.83,23.14,0.58,0.01
1986,5,14,100.9,1.31,2.29,87.19,18.98,26.98,26.78,30.54,23.47,0.7,2.66
1986,5,15,100.9,1.58,2.64,88.81,18.92,26.36,26.33,29.6,23.29,0.82,4.3
1986,5,16,100.86,1.3,2.1,86.19,18.43,26.19,26.4,29.56,22.97,0.73,1.75
1986,5,17,100.85,1.16,1.81,92.19,18.19,24.69,24.98,26.53,23.15,0.62,0.62
1986,5,18,100.82,1.35,2.27,88.38,18.49,26.03,26.05,30.08,22.72,0.75,1.42
1986,5,19,100.84,1.82,3.12,89.5,18.62,26.04,25.94,29.54,23.19,0.95,0.17
1986,5,20,100.84,1.94,3.33,88.25,18.43,26.12,26.02,30.08,23.39,1.02,0
1986,5,21,100.92,1.73,3.12,87.69,17.7,25.62,25.51,29.62,22.42,0.88,0
1986,5,22,100.91,1.69,2.96,89.69,18.37,25.85,25.67,29.72,22.09,0.87,1.16
1986,5,23,100.87,1.95,3.3,89.31,18.92,26.36,26.27,30.5,23.05,1.02,2.02
1986,5,24,100.84,1.82,3.23,88.62,18.55,26.22,26.07,30.38,22.54,0.94,0.21
1986,5,25,100.77,2.1,3.55,88.12,18.37,26.13,26.01,30.54,22.31,1.09,0.13
1986,5,26,100.85,1.98,3.48,88,18.13,25.96,25.86,30.37,22.5,1.04,2
1986,5,27,100.99,1.84,3.27,88.31,18.13,25.87,25.76,29.93,22.66,0.95,0.62
1986,5,28,100.98,1.52,2.73,89.88,18.55,25.88,25.81,29.38,23.28,0.77,0.18
1986,5,29,100.88,1.63,2.95,91.5,18.49,25.36,25.46,28.3,23.4,0.81,2.04
1986,5,30,100.86,1.26,2.26,88.69,18.19,25.76,25.73,29.48,23.12,0.63,1.01
1986,5,31,100.86,1.5,2.72,89.75,18.13,25.63,25.5,29.3,22.44,0.75,1.16
1986,6,1,100.9,1.3,2.16,90,18.19,25.37,25.47,28.47,22.9,0.67,1.67
1986,6,2,100.81,1.41,2.47,86.81,18.19,26.31,26.12,30.17,22.44,0.75,0.93
1986,6,3,100.66,1.64,2.88,87.69,18.25,26.17,25.98,30.32,22.22,0.85,6.5
1986,6,4,100.67,1.45,2.65,87.56,18.07,26.04,25.82,29.97,22.13,0.71,1.13
1986,6,5,100.68,1.77,3.1,88.19,18.49,26.26,26.09,30.13,22.79,0.92,0.17
1986,6,6,100.72,1.41,2.6,90,18.49,25.85,25.7,29.11,22.74,0.7,36.92
1986,6,7,100.76,1.9,3.32,91.31,18.8,25.8,25.73,29.23,22.9,0.98,9.21
1986,6,8,100.8,1.88,3.34,90.38,18.92,26.16,26.07,29.69,23.67,0.97,1.27
1986,6,9,100.79,1.55,2.84,91.56,18.98,25.89,25.83,29.15,23.64,0.79,11.23
1986,6,10,100.67,1.49,2.64,90.75,18.62,25.68,25.64,28.99,22.81,0.76,12.96
1986,6,11,100.62,1.02,1.75,87.62,18.49,26.25,26.16,29.44,23.05,0.52,2.94
1986,6,12,100.56,1.21,2.08,87.31,18.62,26.56,26.36,30.05,22.83,0.65,5.85
1986,6,13,100.57,1.06,1.84,87.19,18.86,26.84,26.61,30.01,23.58,0.56,0.48
1986,6,14,100.6,1.43,2.66,89.38,18.86,26.27,26.12,29.16,24.02,0.75,4.54
1986,6,15,100.64,1.2,1.85,86.31,18.37,26.28,26.3,29.74,22.85,0.64,17.57
1986,6,16,100.65,0.77,1.2,85,18.43,26.48,26.65,30.19,22.97,0.43,54.49
1986,6,17,100.74,1.5,2.77,87.62,18.55,26.43,26.25,29.79,23.85,0.8,9.68
1986,6,18,100.73,1.19,2.04,89.25,18.49,25.91,25.86,29.15,23.44,0.59,2.49
1986,6,19,100.71,1.34,2.12,87.75,17.88,25.31,25.54,28.85,22.76,0.72,3.98
1986,6,20,100.77,1.42,2.35,84.94,17.64,25.94,25.98,30.11,22.26,0.73,0.38
1986,6,21,100.84,1.87,3.12,90.81,18.07,25.29,25.19,28,23.22,0.99,8.07
1986,6,22,100.91,1.82,3.2,89.06,17.76,25.4,25.3,28.93,22.35,0.95,2.63
1986,6,23,100.9,1.76,3.09,86.06,17.52,25.69,25.6,29.26,22.55,0.95,0
1986,6,24,100.84,1.66,2.89,86.62,17.58,25.81,25.57,29.36,22.03,0.86,0
1986,6,25,100.91,1.25,2.12,86.06,17.94,26.23,26.03,29.88,22.39,0.64,0.05
1986,6,26,100.94,1.38,2.45,87.19,18.43,26.5,26.26,30.07,22.69,0.72,0.83
1986,6,27,100.97,1.05,1.8,84.75,17.94,25.94,26.25,29.19,23.26,0.59,1.56
1986,6,28,100.88,1.05,1.58,83.38,17.88,26.17,26.48,30.04,22.5,0.6,7.64
1986,6,29,100.86,0.93,1.38,83.19,18.25,26.68,26.86,30.65,22.73,0.55,0.5
1986,6,30,100.89,1.34,2.22,86.19,18.8,26.62,26.74,30.02,23.9,0.76,1.45
1986,7,1,100.98,2.17,3.8,90.38,18.13,25.17,25.29,27.8,23.61,1.17,0.49
1986,7,2,100.97,2.16,3.77,88.44,17.58,25.35,25.23,28.98,22.9,1.16,0.19
1986,7,3,101,2.05,3.65,86.25,16.85,25.1,24.9,29.19,21.5,1.08,0.06
1986,7,4,101.02,1.9,3.19,88.31,16.85,24.65,24.53,28.46,21.13,0.98,0.04
1986,7,5,100.97,1.83,3.21,87.75,17.52,25.62,25.34,30.07,21.62,0.95,0.04
1986,7,6,100.97,1.84,3.16,87.94,17.94,25.93,25.66,30.11,21.96,0.95,0.07
1986,7,7,100.97,1.98,3.4,89.44,18.43,25.95,25.83,29.79,22.61,1.02,0.37
1986,7,8,100.95,1.73,3.05,87.81,18.49,26.4,26.23,30.31,22.74,0.88,0.02
1986,7,9,100.86,2.16,3.77,87.56,18.31,26.3,26.09,30.08,23.13,1.14,0.36
1986,7,10,100.84,2.38,4.16,89.19,17.33,24.83,24.78,27.49,22.77,1.26,1.84
1986,7,11,100.91,1.44,2.52,89.69,16.72,23.81,24.04,26.3,21.9,0.77,4.92
1986,7,12,100.91,1.37,2.45,89.62,17.52,25.03,24.91,28.42,22.2,0.69,0.34
1986,7,13,100.87,1.46,2.6,87.31,17.7,25.78,25.57,29.63,22.28,0.74,0.21
1986,7,14,100.85,1.41,2.62,88.44,17.88,25.78,25.51,29.51,22.38,0.72,4.97
1986,7,15,100.95,1.7,3.06,88.62,17.82,25.65,25.45,29.39,22.29,0.89,2.75
1986,7,16,101,1.57,2.68,89.25,17.52,25.11,25.03,28.84,22.4,0.8,0.02
1986,7,17,101.02,1.45,2.59,88.81,17.52,25.23,25.12,28.64,22.38,0.72,0.08
1986,7,18,100.87,1.73,3.05,86.81,17.58,25.74,25.58,29.9,22.07,0.88,0.01
1986,7,19,100.9,1.77,2.98,86.19,17.58,25.75,25.74,29.82,22.26,0.9,0
1986,7,20,100.93,1.65,2.88,87.19,17.64,25.7,25.54,30.01,21.51,0.82,0.02
1986,7,21,100.99,1.67,2.77,84.12,16.91,25.66,25.58,30.05,21.95,0.85,0.01
1986,7,22,100.97,1.27,2.05,82.88,17.4,26.13,26.23,30.57,21.49,0.68,0.2
1986,7,23,100.97,1.34,2.34,85.94,18.07,26.49,26.23,30.54,22.15,0.65,2.21
1986,7,24,101,1.53,2.59,87.81,18.37,26.26,26.12,29.8,22.69,0.78,3.21
1986,7,25,101.08,1.63,2.69,90.69,17.64,24.87,24.84,27.71,22.94,0.87,13.52
1986,7,26,101.01,0.98,1.64,80.81,16.48,25.62,25.83,30.02,22.26,0.54,1.04
1986,7,27,101.08,1.2,1.72,81.56,16.91,25.69,25.94,29.33,22.28,0.73,18.04
1986,7,28,101.09,1.8,2.97,83.44,16.78,25.36,25.48,29.44,22.33,0.98,5.21
1986,7,29,101.03,1.72,3.13,83.31,16.05,24.96,24.8,29.59,20.9,0.91,5.8
1986,7,30,101.01,1.62,2.88,91.38,17.33,24.48,24.37,27.66,21.54,0.85,4.03
1986,7,31,100.96,1.56,2.68,88.19,17.4,25.19,25.08,27.97,22.8,0.84,0.17
1986,8,1,100.96,1.55,2.67,85.5,16.42,24.77,24.69,28.44,21.83,0.85,0.06
1986,8,2,100.87,1.66,2.88,88.69,17.09,24.66,24.67,27.4,22.27,0.88,1.89
1986,8,3,100.83,1.08,1.98,91.75,17.94,24.94,24.87,27.69,22.6,0.55,2.11
1986,8,4,100.79,1.79,3.14,91.25,17.88,24.97,24.93,27.69,23.12,0.93,3.35
1986,8,5,100.75,1.73,3.14,90.38,17.82,25.11,25.07,28.43,22.73,0.89,3.27
1986,8,6,100.84,0.91,1.47,85.75,17.58,25.8,25.78,29.52,22.52,0.51,0.19
1986,8,7,100.81,1.53,2.7,88.12,18.25,26.08,25.87,29.55,23.36,0.81,0.49
1986,8,8,100.72,1.48,2.59,88.81,18.13,25.76,25.64,29.1,22.89,0.77,0.03
1986,8,9,100.69,1.91,3.25,90.94,18.13,25.14,25.16,28.2,23.19,0.98,0.01
1986,8,10,100.73,1.74,3.11,89.38,17.94,25.36,25.33,29.07,22.89,0.89,0
1986,8,11,100.83,2.02,3.59,86.88,17.88,26.01,25.8,29.66,22.94,1.09,0.05
1986,8,12,100.88,1.73,2.98,84.38,17.27,25.8,25.71,29.5,22.24,0.95,0.06
1986,8,13,100.86,1.47,2.55,86.62,17.7,25.9,25.65,29.37,22.21,0.8,6.41
1986,8,14,100.83,1.82,3.34,87.75,18.19,26.2,25.94,30.01,22.99,0.98,1.8
1986,8,15,100.9,2.2,3.85,86.62,17.64,25.94,25.64,29.93,21.98,1.2,0.18
1986,8,16,100.94,2.71,4.57,84.75,16.6,25.31,25.05,28.98,21.76,1.51,0.09
1986,8,17,100.95,2.48,4.27,82.44,15.69,24.83,24.62,28.9,21.08,1.33,0.03
1986,8,18,100.99,2.28,3.88,83.31,15.5,24.51,24.26,28.79,20.37,1.21,0.04
1986,8,19,100.99,2.2,3.77,83.06,15.62,24.69,24.39,29.21,20.05,1.17,0.06
1986,8,20,100.95,2.12,3.61,85.06,16.48,25.26,24.9,29.54,20.81,1.12,0.03
1986,8,21,100.93,2.3,3.92,85.38,16.66,25.27,24.96,29.4,21.6,1.23,0.05
1986,8,22,100.97,2.05,3.5,87.44,17.21,25.31,25.08,29.22,21.94,1.08,0
1986,8,23,100.95,2.04,3.59,87.56,17.76,25.76,25.63,29.98,22.42,1.05,0
1986,8,24,100.9,2.12,3.66,85.81,17.64,26.08,25.88,30.82,21.78,1.1,0.88
1986,8,25,100.8,1.86,3.28,86.88,17.82,26.13,25.85,30.42,22,0.97,2.33
1986,8,26,100.73,2.16,3.67,87.69,17.64,25.72,25.48,30.28,22.12,1.12,0.43
1986,8,27,100.75,2.54,4.27,85.44,17.27,25.77,25.65,30.55,22.3,1.32,0.84
1986,8,28,100.91,2.59,4.4,83.5,16.3,25.16,25.15,30.28,21.61,1.34,0.04
1986,8,29,101.02,2.56,4.44,81.94,15.75,24.94,24.88,30.33,20.23,1.31,0.17
1986,8,30,101.03,1.9,3.32,84.69,16.54,25.36,25.08,30.37,20.65,0.97,0.1
1986,8,31,100.94,2.05,3.52,87.25,17.27,25.45,25.22,30.11,21.09,1.07,7.11
1986,9,1,100.99,1.86,3.28,85.69,17.52,26.11,25.86,30.75,22.02,0.95,1.45
1986,9,2,100.93,1.94,3.36,86.12,17.4,25.83,25.56,30.31,21.6,1.02,5.27
1986,9,3,100.86,1.54,2.8,84.62,16.85,25.74,25.39,29.64,21.4,0.77,0.07
1986,9,4,100.76,2.27,3.82,86.69,17.27,25.61,25.37,30.11,21.8,1.23,1.84
1986,9,5,100.74,2.12,3.73,85.88,17.46,26.01,25.67,30.43,22.44,1.11,0.15
1986,9,6,100.82,2.21,3.83,86.62,17.09,25.33,25.19,29.74,22.09,1.15,2.07
1986,9,7,100.87,1.92,3.38,89.25,17.33,24.98,24.86,28.85,22.1,1,2.35
1986,9,8,100.93,1.59,2.78,90.25,17.46,24.94,24.75,28.05,22.5,0.83,2.47
1986,9,9,100.99,1.34,2.21,89.5,17.15,24.58,24.59,27.5,22.12,0.7,15.99
1986,9,10,101.03,1.63,2.72,87.5,17.88,25.8,25.71,29.83,23.12,0.92,15.49
1986,9,11,101.1,1.25,2.23,86.12,17.46,25.59,25.63,29.13,23.01,0.66,3.74
1986,9,12,101.14,1.41,2.18,85.25,17.27,25.37,25.63,29.17,22.11,0.8,4.2
1986,9,13,101.05,1.22,1.92,87.38,17.21,24.83,25.08,28.19,22.31,0.66,6.85
1986,9,14,100.98,1.29,2.31,90.88,17.7,25.04,24.9,29.01,22.21,0.65,9.9
1986,9,15,100.99,1.23,2.05,84.44,17.4,26.01,25.9,30.03,22.63,0.7,23.06
1986,9,16,101.01,1.43,2.48,93.56,17.76,24.37,24.4,26.29,23.05,0.77,13.06
1986,9,17,100.96,1.59,2.96,88.62,18.01,25.96,25.65,29.94,22.46,0.83,10.03
1986,9,18,100.96,2.21,3.91,87.44,17.82,26.02,25.73,29.91,22.64,1.23,1.5
1986,9,19,100.99,2.18,3.88,89.12,17.33,25.03,24.85,28.45,22.46,1.2,10.67
1986,9,20,100.96,2.22,3.96,86.88,17.46,25.77,25.45,30.3,21.69,1.21,2.19
1986,9,21,100.98,2.11,3.77,88.19,18.07,25.91,25.74,30.12,22.76,1.12,0.32
1986,9,22,101.07,2.27,3.98,87,17.94,26.08,25.91,30.54,22.85,1.21,26.25
1986,9,23,101.11,1.77,3.23,92.19,17.94,24.87,24.83,28.4,22.15,0.91,10.81
1986,9,24,100.97,1.69,3,86.12,17.7,26.17,25.87,30.45,22.14,0.9,0.35
1986,9,25,100.83,1.88,3.34,86.19,17.76,26.36,25.96,30.76,22.15,1,5.97
1986,9,26,100.9,1.83,3.3,87.56,18.07,26.23,25.9,30.51,22.49,0.98,19.18
1986,9,27,101.07,1.48,2.58,85.06,17.76,26.52,26.21,30.85,21.94,0.77,0.08
1986,9,28,101.07,1.88,3.34,86.06,18.07,26.58,26.29,31,22.31,0.99,5.67
1986,9,29,100.93,1.81,3.2,84.81,17.7,26.47,26.18,31.5,21.5,0.95,2.44
1986,9,30,100.96,1.41,2.55,84.12,17.82,26.85,26.45,31.43,21.9,0.71,8.74
1986,10,1,101.01,1.85,3.34,86.44,18.13,26.56,26.25,30.65,22.55,0.98,11.43
1986,10,2,101.1,1.5,2.7,83.88,17.64,26.83,26.44,31.21,22.34,0.76,0.85
1986,10,3,101.12,1.43,2.64,83.25,17.4,26.84,26.32,31.29,22.26,0.74,0.67
1986,10,4,101.04,1.74,3.14,85.44,17.82,26.56,26.15,30.8,22.16,0.93,10.55
1986,10,5,101.07,1.41,2.35,83.62,17.88,26.94,26.6,30.99,22.28,0.76,3.7
1986,10,6,101.09,1.34,2.35,87.19,18.37,26.52,26.26,30.05,23.64,0.73,0.97
1986,10,7,101.03,1.4,2.39,84.62,17.64,26.38,26.15,30.51,23.26,0.74,0.56
